station_id,rows,temperature_c_mean,temperature_c_std,temperature_c_missing,pressure_hpa_mean,pressure_hpa_std,pressure_hpa_missing,wind_speed_ms_mean,wind_speed_ms_std,wind_speed_ms_missing,wind_dir_deg_mean,wind_dir_deg_std,wind_dir_deg_missing,relative_humidity_pct_mean,relative_humidity_pct_std,relative_humidity_pct_missing,cluster,pca1,pca2
Cordiner Peak,13440.0,-22.12155082742317,7.715738183390079,0.21316964285714285,871.6296985969167,8.743532294300397,0.14092261904761905,7.5177812995245645,4.581694776991455,0.29575892857142855,92.41673306772908,62.94546890549907,0.15959821428571427,67.52763727697904,14.574229381230667,0.14092261904761905,0,0.8673202603835809,-1.5112930673800737
D-10,122672.0,-13.351879624782468,7.134378106679574,0.4238375505412808,952.2997365537786,10.340654701579451,0.3378195513238555,8.314108147030586,4.563568001417057,0.5245206730142168,151.34683645155087,40.81489494822193,0.4065638450502152,55.52917048999817,21.056098904516855,0.7334844137211426,1,0.1426860283441474,1.4735689051104546
D-17,1456.0,-13.177150304083405,6.825129338032159,0.20947802197802198,917.7902521008402,9.166080325409006,0.18269230769230768,10.303822937625755,4.913026591097472,0.3173076923076923,160.36614853195164,25.033439227069767,0.20467032967032966,69.24367468500381,11.900413577451879,1.0,1,0.5379925507735552,-0.15022810049916097
D-47,113960.0,-24.672407196352978,8.180025770579414,0.5688311688311688,806.1371276149373,9.743328910957011,0.41442611442611443,11.665627193262297,3.6968204329836514,0.4498771498771499,146.7821827147677,47.24535525521831,0.459038259038259,73.42238890639773,8.534155707392793,0.7215689715689716,2,-1.6333863964260074,0.6211155150020936
D-57,55760.0,-29.25482943801528,10.096748042779087,0.7628945480631277,750.3583895607893,10.136257101024603,0.7182568149210904,9.774040333796941,3.6034404827787876,0.7421090387374462,145.87887249036032,34.616311622733186,0.7302367288378766,63.17680301399354,12.156835588515328,0.9333572453371592,2,-3.264742434234044,1.9118011493370646
D-80,38712.0,-41.827734930737556,12.230732286523729,0.6550165323413929,711.5668177328453,10.153866515111147,0.555409175449473,5.919075807913018,2.8791010573414657,0.572354825377144,165.78273295623697,37.0367839457545,0.5661551973548253,69.24367468500381,11.900413577451879,1.0,2,-3.2022362184442663,0.23471851409383976
D-85,38232.0,-41.80486039959016,11.310301910421227,0.5915463486084955,696.323595651609,8.905668694999964,0.3960818162795564,6.276638763094095,2.601945392761486,0.4282015065913371,165.442814331082,36.684764807237755,0.41522808118853316,46.35060606060606,4.881167063242243,0.965473948524796,2,-3.5911987570171053,-1.2799049961487206
DSS,21040.0,-21.22440496642199,7.245612980228902,0.39134980988593154,822.7056851110804,9.6247473477898,0.3111216730038023,6.324260502112851,4.519855296555501,0.6175855513307985,143.36425297891842,66.9924756313955,0.7407319391634981,75.9395751266179,11.851683659290142,0.3243346007604563,3,-0.24868732527734297,0.7166275686326079
Deverall Island,26408.0,-17.71729214929215,9.678118209346605,0.26442744622841563,974.2032213493349,10.118108397030845,0.0407830960315056,4.102679476657172,2.401905357768088,0.215654347167525,224.60419535109745,79.54773890798687,0.06490457437140261,68.4198847262248,15.146389205477776,0.0407830960315056,0,2.0377562461029197,-1.598640971237539
Dismal Island,59664.0,-4.708850770598695,6.426915747723727,0.5475998927326361,984.6715654781026,13.531929825364042,0.37389380530973454,6.522767686685212,4.119978391802401,0.692729283990346,150.3642056402172,105.12896016747257,0.6172566371681416,84.0186606153359,9.48689092275424,0.36480960042906946,3,1.685042291950283,2.5419034766572706
Dolleman Island,8520.0,-18.59977240398293,9.427423572404184,0.17488262910798122,942.5290006285355,11.181305451334914,0.06631455399061033,5.736473715298287,4.285670724482753,0.6025821596244132,177.91377737226279,95.72408409401591,0.7427230046948357,69.24367468500381,11.900413577451879,1.0,3,0.6568983444679961,0.9060772460143292
Dome C II,76224.0,-55.39368060872895,14.842045747148216,0.4517212426532326,642.270693184726,9.332303604239245,0.07716729638958858,3.189293796446352,2.057959306390423,0.10142474811083123,200.56852660613723,73.04841299636394,0.08679680940386231,69.24367468500381,11.900413577451879,1.0,2,-2.5181077779114447,-3.153976185712629
Dome C,46752.0,-55.64141214968954,13.909879365069575,0.490160848733744,644.3200502203061,10.396475367003056,0.09706536618754277,2.9411497887561233,1.9638105447735756,0.17477327173169063,194.15843343144275,75.74979965560304,0.1933393223819302,69.24367468500381,11.900413577451879,1.0,2,-2.294233859177674,-2.61397405606839
Dome F,73528.0,-58.02834025054259,13.39533427882186,0.6428163420737678,596.6444402545369,9.559482716564352,0.42294092046567294,2.9441976228370184,1.6799871121555994,0.5983706887172233,166.16542155816435,100.91875341137256,0.5667228810793167,69.24367468500381,11.900413577451879,1.0,2,-3.9463390314277493,-0.8384195367199213
Dome Fuji,78648.0,-58.15157993656761,13.153392764540365,0.8917582138134472,596.4993044913356,8.243338224058267,0.8921396602583664,2.789646672144618,1.690207961231865,0.8607339029600244,157.46658191064293,100.44405752210196,0.8599837249516834,69.24367468500381,11.900413577451879,1.0,2,-5.70303533316322,0.8823134962397478
Dome_A,49544.0,-54.97934068681061,12.28549075220752,0.3540489262070079,574.8776096865301,9.18358581275318,0.27819715808170514,2.5983200371449073,1.647859467525722,0.5218189891813337,183.4581432701574,96.57698739205574,0.6858348134991119,41.658676428429665,9.135547718719886,0.08471257871790731,2,-3.004670480061426,-2.4002715513111754
Doug,20456.0,-24.341602402792436,9.306730035967398,0.39778060226828316,812.0451870989249,9.136390091290448,0.4134239342980055,8.352002049005378,3.6392711304121788,0.4274051622995698,101.44907626717196,105.9207584890421,0.380817364098553,75.13915132105684,9.1860971803302,0.6947105983574501,3,-0.7868945845595726,-0.2731080986621294
Duthiers Point,16312.0,-2.367295725108225,3.4976984100739714,0.09367336929867583,985.1473582674714,12.880689551738225,0.014897008337420303,4.042984744288988,2.998439447815786,0.22443599803825404,164.4952278617028,91.00861050721564,0.03010053948013732,76.39608587429994,14.468008110466222,0.014835703776360962,0,4.482114805718691,-0.6056610621721081
E-66,11440.0,-37.480467773611856,11.938977157481418,0.5104020979020979,714.7634024896266,9.30028860530859,0.368006993006993,8.376370209689082,3.152818274782333,0.395541958041958,149.05445682451253,31.646095709309762,0.3723776223776224,59.795889328063254,13.666096062633414,0.7788461538461539,2,-2.389438052575353,-0.9632331816516534
